Heart Rate,altitude,cadence,distance,enhanced_altitude,enhanced_speed,heart_rate,position_lat,position_long,power,speed,timestamp
40,24.0,103,1888.0,24.0,1.0,40,0,202343,150,1.0,2021-07-20 21:42:48
46,23.0,104,1889.0,23.0,1.0,46,0,202450,150,1.0,2021-07-20 21:42:49
52,22.0,105,1890.0,22.0,1.0,52,0,202557,150,1.0,2021-07-20 21:42:50
58,21.0,106,1891.0,21.0,1.0,58,0,202664,150,1.0,2021-07-20 21:42:51
65,20.0,107,1892.0,20.0,1.0,65,0,202771,150,1.0,2021-07-20 21:42:52
72,19.0,108,1893.0,19.0,1.0,72,0,202878,150,1.0,2021-07-20 21:42:53
80,18.0,109,1894.0,18.0,1.0,80,0,202986,150,1.0,2021-07-20 21:42:54
87,17.0,110,1895.0,17.0,1.0,87,0,203093,150,1.0,2021-07-20 21:42:55
95,16.0,111,1896.0,16.0,1.0,95,0,203200,150,1.0,2021-07-20 21:42:56
103,15.0,112,1897.0,15.0,1.0,103,0,203307,150,1.0,2021-07-20 21:42:57
111,14.0,113,1898.0,14.0,1.0,111,0,203414,150,1.0,2021-07-20 21:42:58
119,13.0,114,1899.0,13.0,1.0,119,0,203522,150,1.0,2021-07-20 21:42:59
127,12.0,115,1900.0,12.0,1.0,127,0,203629,150,1.0,2021-07-20 21:43:00
134,11.0,116,1901.0,11.0,1.0,134,0,203736,150,1.0,2021-07-20 21:43:01
142,10.0,117,1902.0,10.0,1.0,142,0,203843,150,1.0,2021-07-20 21:43:02
150,9.0,118,1903.0,9.0,1.0,150,0,203950,150,1.0,2021-07-20 21:43:03
158,8.0,119,1904.0,8.0,1.0,158,0,204057,150,1.0,2021-07-20 21:43:04
166,7.0,120,1905.0,7.0,1.0,166,0,204165,150,1.0,2021-07-20 21:43:05
173,6.0,121,1906.0,6.0,1.0,173,0,204272,150,1.0,2021-07-20 21:43:06
181,5.0,122,1907.0,5.0,1.0,181,0,204379,150,1.0,2021-07-20 21:43:07
188,4.0,123,1908.0,4.0,1.0,188,0,204486,150,1.0,2021-07-20 21:43:08
195,3.0,124,1909.0,3.0,1.0,195,0,204593,150,1.0,2021-07-20 21:43:09
201,2.0,125,1910.0,2.0,1.0,201,0,204700,150,1.0,2021-07-20 21:43:10
207,1.0,126,1911.0,1.0,1.0,207,0,204808,150,1.0,2021-07-20 21:43:11
213,0.0,127,1912.0,0.0,1.0,213,0,204915,250,1.0,2021-07-20 21:43:12
219,1.0,128,1913.0,1.0,1.0,219,0,205022,250,1.0,2021-07-20 21:43:13
224,2.0,129,1914.0,2.0,1.0,224,0,205129,250,1.0,2021-07-20 21:43:14
229,3.0,130,1915.0,3.0,1.0,229,0,205236,250,1.0,2021-07-20 21:43:15
234,4.0,131,1916.0,4.0,1.0,234,0,205343,250,1.0,2021-07-20 21:43:16
238,5.0,132,1917.0,5.0,1.0,238,0,205451,250,1.0,2021-07-20 21:43:17
241,6.0,133,1918.0,6.0,1.0,241,0,205558,250,1.0,2021-07-20 21:43:18
245,7.0,134,1919.0,7.0,1.0,245,0,205665,250,1.0,2021-07-20 21:43:19
247,8.0,135,1920.0,8.0,1.0,247,0,205772,250,1.0,2021-07-20 21:43:20
250,9.0,136,1921.0,9.0,1.0,250,0,205879,250,1.0,2021-07-20 21:43:21
251,10.0,137,1922.0,10.0,1.0,251,0,205987,250,1.0,2021-07-20 21:43:22
252,11.0,138,1923.0,11.0,1.0,252,0,206094,250,1.0,2021-07-20 21:43:23
253,12.0,139,1924.0,12.0,1.0,253,0,206201,250,1.0,2021-07-20 21:43:24
254,13.0,140,1925.0,13.0,1.0,254,0,206308,250,1.0,2021-07-20 21:43:25
253,14.0,141,1926.0,14.0,1.0,253,0,206415,250,1.0,2021-07-20 21:43:26
252,15.0,142,1927.0,15.0,1.0,252,0,206522,250,1.0,2021-07-20 21:43:27
251,16.0,143,1928.0,16.0,1.0,251,0,206630,250,1.0,2021-07-20 21:43:28
250,17.0,144,1929.0,17.0,1.0,250,0,206737,250,1.0,2021-07-20 21:43:29
247,18.0,145,1930.0,18.0,1.0,247,0,206844,250,1.0,2021-07-20 21:43:30
245,19.0,146,1931.0,19.0,1.0,245,0,206951,250,1.0,2021-07-20 21:43:31
241,20.0,147,1932.0,20.0,1.0,241,0,207058,250,1.0,2021-07-20 21:43:32
238,21.0,148,1933.0,21.0,1.0,238,0,207165,250,1.0,2021-07-20 21:43:33
234,22.0,149,1934.0,22.0,1.0,234,0,207273,250,1.0,2021-07-20 21:43:34
229,23.0,150,1935.0,23.0,1.0,229,0,207380,250,1.0,2021-07-20 21:43:35
224,24.0,151,1936.0,24.0,1.0,224,0,207487,250,1.0,2021-07-20 21:43:36
219,25.0,152,1937.0,25.0,1.0,219,0,207594,250,1.0,2021-07-20 21:43:37
213,26.0,153,1938.0,26.0,1.0,213,0,207701,250,1.0,2021-07-20 21:43:38
207,27.0,154,1939.0,27.0,1.0,207,0,207808,250,1.0,2021-07-20 21:43:39
201,28.0,155,1940.0,28.0,1.0,201,0,207916,250,1.0,2021-07-20 21:43:40
195,29.0,156,1941.0,29.0,1.0,195,0,208023,250,1.0,2021-07-20 21:43:41
188,30.0,157,1942.0,30.0,1.0,188,0,208130,250,1.0,2021-07-20 21:43:42
181,31.0,158,1943.0,31.0,1.0,181,0,208237,250,1.0,2021-07-20 21:43:43
173,32.0,159,1944.0,32.0,1.0,173,0,208344,250,1.0,2021-07-20 21:43:44
166,33.0,160,1945.0,33.0,1.0,166,0,208451,250,1.0,2021-07-20 21:43:45
158,34.0,161,1946.0,34.0,1.0,158,0,208559,250,1.0,2021-07-20 21:43:46
150,35.0,162,1947.0,35.0,1.0,150,0,208666,250,1.0,2021-07-20 21:43:47
142,36.0,163,1948.0,36.0,1.0,142,0,208773,250,1.0,2021-07-20 21:43:48
134,37.0,164,1949.0,37.0,1.0,134,0,208880,250,1.0,2021-07-20 21:43:49
127,38.0,165,1950.0,38.0,1.0,127,0,208987,250,1.0,2021-07-20 21:43:50
119,39.0,166,1951.0,39.0,1.0,119,0,209095,250,1.0,2021-07-20 21:43:51
111,40.0,167,1952.0,40.0,1.0,111,0,209202,250,1.0,2021-07-20 21:43:52
103,41.0,168,1953.0,41.0,1.0,103,0,209309,250,1.0,2021-07-20 21:43:53
95,42.0,169,1954.0,42.0,1.0,95,0,209416,250,1.0,2021-07-20 21:43:54
87,43.0,170,1955.0,43.0,1.0,87,0,209523,250,1.0,2021-07-20 21:43:55
80,44.0,171,1956.0,44.0,1.0,80,0,209630,250,1.0,2021-07-20 21:43:56
72,45.0,172,1957.0,45.0,1.0,72,0,209738,250,1.0,2021-07-20 21:43:57
65,46.0,173,1958.0,46.0,1.0,65,0,209845,250,1.0,2021-07-20 21:43:58
58,47.0,174,1959.0,47.0,1.0,58,0,209952,250,1.0,2021-07-20 21:43:59
52,48.0,175,1960.0,48.0,1.0,52,0,210059,250,1.0,2021-07-20 21:44:00
46,49.0,176,1961.0,49.0,1.0,46,0,210166,250,1.0,2021-07-20 21:44:01
40,50.0,177,1962.0,50.0,1.0,40,0,210273,250,1.0,2021-07-20 21:44:02
34,51.0,178,1963.0,51.0,1.0,34,0,210381,250,1.0,2021-07-20 21:44:03
29,52.0,179,1964.0,52.0,1.0,29,0,210488,250,1.0,2021-07-20 21:44:04
24,53.0,180,1965.0,53.0,1.0,24,0,210595,250,1.0,2021-07-20 21:44:05
19,54.0,181,1966.0,54.0,1.0,19,0,210702,250,1.0,2021-07-20 21:44:06
15,55.0,182,1967.0,55.0,1.0,15,0,210809,250,1.0,2021-07-20 21:44:07
12,56.0,183,1968.0,56.0,1.0,12,0,210916,250,1.0,2021-07-20 21:44:08
8,57.0,184,1969.0,57.0,1.0,8,0,211024,250,1.0,2021-07-20 21:44:09
6,58.0,185,1970.0,58.0,1.0,6,0,211131,250,1.0,2021-07-20 21:44:10
3,59.0,186,1971.0,59.0,1.0,3,0,211238,250,1.0,2021-07-20 21:44:11
2,60.0,187,1972.0,60.0,1.0,2,0,211345,250,1.0,2021-07-20 21:44:12
1,61.0,188,1973.0,61.0,1.0,1,0,211452,250,1.0,2021-07-20 21:44:13
0,62.0,189,1974.0,62.0,1.0,0,0,211560,250,1.0,2021-07-20 21:44:14
0,63.0,190,1975.0,63.0,1.0,0,0,211667,250,1.0,2021-07-20 21:44:15
0,64.0,191,1976.0,64.0,1.0,0,0,211774,250,1.0,2021-07-20 21:44:16
1,65.0,192,1977.0,65.0,1.0,1,0,211881,250,1.0,2021-07-20 21:44:17
2,66.0,193,1978.0,66.0,1.0,2,0,211988,250,1.0,2021-07-20 21:44:18
3,67.0,194,1979.0,67.0,1.0,3,0,212095,250,1.0,2021-07-20 21:44:19
6,68.0,195,1980.0,68.0,1.0,6,0,212203,250,1.0,2021-07-20 21:44:20
8,69.0,196,1981.0,69.0,1.0,8,0,212310,250,1.0,2021-07-20 21:44:21
12,70.0,197,1982.0,70.0,1.0,12,0,212417,250,1.0,2021-07-20 21:44:22
15,71.0,198,1983.0,71.0,1.0,15,0,212524,250,1.0,2021-07-20 21:44:23
19,72.0,199,1984.0,72.0,1.0,19,0,212631,250,1.0,2021-07-20 21:44:24
24,73.0,200,1985.0,73.0,1.0,24,0,212738,250,1.0,2021-07-20 21:44:25
29,74.0,201,1986.0,74.0,1.0,29,0,212846,250,1.0,2021-07-20 21:44:26
34,75.0,202,1987.0,75.0,1.0,34,0,212953,250,1.0,2021-07-20 21:44:27
40,76.0,203,1988.0,76.0,1.0,40,0,213060,250,1.0,2021-07-20 21:44:28
46,77.0,204,1989.0,77.0,1.0,46,0,213167,250,1.0,2021-07-20 21:44:29
52,78.0,205,1990.0,78.0,1.0,52,0,213274,250,1.0,2021-07-20 21:44:30
58,79.0,206,1991.0,79.0,1.0,58,0,213381,250,1.0,2021-07-20 21:44:31
65,80.0,207,1992.0,80.0,1.0,65,0,213489,250,1.0,2021-07-20 21:44:32
72,81.0,208,1993.0,81.0,1.0,72,0,213596,250,1.0,2021-07-20 21:44:33
80,82.0,209,1994.0,82.0,1.0,80,0,213703,250,1.0,2021-07-20 21:44:34
87,83.0,210,1995.0,83.0,1.0,87,0,213810,250,1.0,2021-07-20 21:44:35
95,84.0,211,1996.0,84.0,1.0,95,0,213917,250,1.0,2021-07-20 21:44:36
103,85.0,212,1997.0,85.0,1.0,103,0,214024,250,1.0,2021-07-20 21:44:37
111,86.0,213,1998.0,86.0,1.0,111,0,214132,250,1.0,2021-07-20 21:44:38
119,87.0,214,1999.0,87.0,1.0,119,0,214239,250,1.0,2021-07-20 21:44:39
126,88.0,215,2000.0,88.0,1.0,126,0,214346,250,1.0,2021-07-20 21:44:40
134,89.0,216,2001.0,89.0,1.0,134,0,214453,250,1.0,2021-07-20 21:44:41
142,90.0,217,2002.0,90.0,1.0,142,0,214560,250,1.0,2021-07-20 21:44:42
150,91.0,218,2003.0,91.0,1.0,150,0,214668,250,1.0,2021-07-20 21:44:43
158,92.0,219,2004.0,92.0,1.0,158,0,214775,250,1.0,2021-07-20 21:44:44
166,93.0,220,2005.0,93.0,1.0,166,0,214882,250,1.0,2021-07-20 21:44:45
173,94.0,221,2006.0,94.0,1.0,173,0,214989,250,1.0,2021-07-20 21:44:46
181,95.0,222,2007.0,95.0,1.0,181,0,215096,250,1.0,2021-07-20 21:44:47
188,96.0,223,2008.0,96.0,1.0,188,0,215203,250,1.0,2021-07-20 21:44:48
195,97.0,224,2009.0,97.0,1.0,195,0,215311,250,1.0,2021-07-20 21:44:49
201,98.0,225,2010.0,98.0,1.0,201,0,215418,250,1.0,2021-07-20 21:44:50
207,99.0,226,2011.0,99.0,1.0,207,0,215525,250,1.0,2021-07-20 21:44:51
213,100.0,227,2012.0,100.0,1.0,213,0,215632,250,1.0,2021-07-20 21:44:52
219,101.0,228,2013.0,101.0,1.0,219,0,215739,250,1.0,2021-07-20 21:44:53
224,102.0,229,2014.0,102.0,1.0,224,0,215846,250,1.0,2021-07-20 21:44:54
229,103.0,230,2015.0,103.0,1.0,229,0,215954,250,1.0,2021-07-20 21:44:55
234,104.0,231,2016.0,104.0,1.0,234,0,216061,250,1.0,2021-07-20 21:44:56
238,105.0,232,2017.0,105.0,1.0,238,0,216168,250,1.0,2021-07-20 21:44:57
241,106.0,233,2018.0,106.0,1.0,241,0,216275,250,1.0,2021-07-20 21:44:58
245,107.0,234,2019.0,107.0,1.0,245,0,216382,250,1.0,2021-07-20 21:44:59
247,108.0,235,2020.0,108.0,1.0,247,0,216489,250,1.0,2021-07-20 21:45:00
250,109.0,236,2021.0,109.0,1.0,250,0,216597,250,1.0,2021-07-20 21:45:01
251,110.0,237,2022.0,110.0,1.0,251,0,216704,250,1.0,2021-07-20 21:45:02
252,111.0,238,2023.0,111.0,1.0,252,0,216811,250,1.0,2021-07-20 21:45:03
253,112.0,239,2024.0,112.0,1.0,253,0,216918,250,1.0,2021-07-20 21:45:04
254,113.0,240,2025.0,113.0,1.0,254,0,217025,250,1.0,2021-07-20 21:45:05
253,114.0,241,2026.0,114.0,1.0,253,0,217132,250,1.0,2021-07-20 21:45:06
252,115.0,242,2027.0,115.0,1.0,252,0,217240,250,1.0,2021-07-20 21:45:07
251,116.0,243,2028.0,116.0,1.0,251,0,217347,250,1.0,2021-07-20 21:45:08
250,117.0,244,2029.0,117.0,1.0,250,0,217454,250,1.0,2021-07-20 21:45:09
247,118.0,245,2030.0,118.0,1.0,247,0,217561,250,1.0,2021-07-20 21:45:10
245,119.0,246,2031.0,119.0,1.0,245,0,217668,250,1.0,2021-07-20 21:45:11
241,120.0,247,2032.0,120.0,1.0,241,0,217776,250,1.0,2021-07-20 21:45:12
238,121.0,248,2033.0,121.0,1.0,238,0,217883,250,1.0,2021-07-20 21:45:13
234,122.0,249,2034.0,122.0,1.0,234,0,217990,250,1.0,2021-07-20 21:45:14
229,123.0,250,2035.0,123.0,1.0,229,0,218097,250,1.0,2021-07-20 21:45:15
224,124.0,251,2036.0,124.0,1.0,224,0,218204,250,1.0,2021-07-20 21:45:16
219,125.0,252,2037.0,125.0,1.0,219,0,218311,250,1.0,2021-07-20 21:45:17
213,126.0,253,2038.0,126.0,1.0,213,0,218419,250,1.0,2021-07-20 21:45:18
207,127.0,254,2039.0,127.0,1.0,207,0,218526,250,1.0,2021-07-20 21:45:19
201,127.0,0,2040.0,127.0,1.0,201,0,218633,150,1.0,2021-07-20 21:45:20
195,126.0,1,2041.0,126.0,1.0,195,0,218740,150,1.0,2021-07-20 21:45:21
188,125.0,2,2042.0,125.0,1.0,188,0,218847,150,1.0,2021-07-20 21:45:22
181,124.0,3,2043.0,124.0,1.0,181,0,218954,150,1.0,2021-07-20 21:45:23
173,123.0,4,2044.0,123.0,1.0,173,0,219062,150,1.0,2021-07-20 21:45:24
166,122.0,5,2045.0,122.0,1.0,166,0,219169,150,1.0,2021-07-20 21:45:25
158,121.0,6,2046.0,121.0,1.0,158,0,219276,150,1.0,2021-07-20 21:45:26
150,120.0,7,2047.0,120.0,1.0,150,0,219383,150,1.0,2021-07-20 21:45:27
142,119.0,8,2048.0,119.0,1.0,142,0,219490,150,1.0,2021-07-20 21:45:28
134,118.0,9,2049.0,118.0,1.0,134,0,219597,150,1.0,2021-07-20 21:45:29
127,117.0,10,2050.0,117.0,1.0,127,0,219705,150,1.0,2021-07-20 21:45:30
119,116.0,11,2051.0,116.0,1.0,119,0,219812,150,1.0,2021-07-20 21:45:31
111,115.0,12,2052.0,115.0,1.0,111,0,219919,150,1.0,2021-07-20 21:45:32
103,114.0,13,2053.0,114.0,1.0,103,0,220026,150,1.0,2021-07-20 21:45:33
95,113.0,14,2054.0,113.0,1.0,95,0,220133,150,1.0,2021-07-20 21:45:34
87,112.0,15,2055.0,112.0,1.0,87,0,220241,150,1.0,2021-07-20 21:45:35
80,111.0,16,2056.0,111.0,1.0,80,0,220348,150,1.0,2021-07-20 21:45:36
72,110.0,17,2057.0,110.0,1.0,72,0,220455,150,1.0,2021-07-20 21:45:37
65,109.0,18,2058.0,109.0,1.0,65,0,220562,150,1.0,2021-07-20 21:45:38
58,108.0,19,2059.0,108.0,1.0,58,0,220669,150,1.0,2021-07-20 21:45:39
52,107.0,20,2060.0,107.0,1.0,52,0,220776,150,1.0,2021-07-20 21:45:40
46,106.0,21,2061.0,106.0,1.0,46,0,220884,150,1.0,2021-07-20 21:45:41
40,105.0,22,2062.0,105.0,1.0,40,0,220991,150,1.0,2021-07-20 21:45:42
34,104.0,23,2063.0,104.0,1.0,34,0,221098,150,1.0,2021-07-20 21:45:43
29,103.0,24,2064.0,103.0,1.0,29,0,221205,150,1.0,2021-07-20 21:45:44
24,102.0,25,2065.0,102.0,1.0,24,0,221312,150,1.0,2021-07-20 21:45:45
19,101.0,26,2066.0,101.0,1.0,19,0,221419,150,1.0,2021-07-20 21:45:46
15,100.0,27,2067.0,100.0,1.0,15,0,221527,150,1.0,2021-07-20 21:45:47
12,99.0,28,2068.0,99.0,1.0,12,0,221634,150,1.0,2021-07-20 21:45:48
8,98.0,29,2069.0,98.0,1.0,8,0,221741,150,1.0,2021-07-20 21:45:49
6,97.0,30,2070.0,97.0,1.0,6,0,221848,150,1.0,2021-07-20 21:45:50
3,96.0,31,2071.0,96.0,1.0,3,0,221955,150,1.0,2021-07-20 21:45:51
2,95.0,32,2072.0,95.0,1.0,2,0,222062,150,1.0,2021-07-20 21:45:52
1,94.0,33,2073.0,94.0,1.0,1,0,222170,150,1.0,2021-07-20 21:45:53
0,93.0,34,2074.0,93.0,1.0,0,0,222277,150,1.0,2021-07-20 21:45:54
0,92.0,35,2075.0,92.0,1.0,0,0,222384,150,1.0,2021-07-20 21:45:55
0,91.0,36,2076.0,91.0,1.0,0,0,222491,150,1.0,2021-07-20 21:45:56
1,90.0,37,2077.0,90.0,1.0,1,0,222598,150,1.0,2021-07-20 21:45:57
2,89.0,38,2078.0,89.0,1.0,2,0,222705,150,1.0,2021-07-20 21:45:58
3,88.0,39,2079.0,88.0,1.0,3,0,222813,150,1.0,2021-07-20 21:45:59
6,87.0,40,2080.0,87.0,1.0,6,0,222920,150,1.0,2021-07-20 21:46:00
8,86.0,41,2081.0,86.0,1.0,8,0,223027,150,1.0,2021-07-20 21:46:01
12,85.0,42,2082.0,85.0,1.0,12,0,223134,150,1.0,2021-07-20 21:46:02
15,84.0,43,2083.0,84.0,1.0,15,0,223241,150,1.0,2021-07-20 21:46:03
19,83.0,44,2084.0,83.0,1.0,19,0,223349,150,1.0,2021-07-20 21:46:04
24,82.0,45,2085.0,82.0,1.0,24,0,223456,150,1.0,2021-07-20 21:46:05
29,81.0,46,2086.0,81.0,1.0,29,0,223563,150,1.0,2021-07-20 21:46:06
34,80.0,47,2087.0,80.0,1.0,34,0,223670,150,1.0,2021-07-20 21:46:07
40,79.0,48,2088.0,79.0,1.0,40,0,223777,150,1.0,2021-07-20 21:46:08
46,78.0,49,2089.0,78.0,1.0,46,0,223884,150,1.0,2021-07-20 21:46:09
52,77.0,50,2090.0,77.0,1.0,52,0,223992,150,1.0,2021-07-20 21:46:10
58,76.0,51,2091.0,76.0,1.0,58,0,224099,150,1.0,2021-07-20 21:46:11
65,75.0,52,2092.0,75.0,1.0,65,0,224206,150,1.0,2021-07-20 21:46:12
72,74.0,53,2093.0,74.0,1.0,72,0,224313,150,1.0,2021-07-20 21:46:13
80,73.0,54,2094.0,73.0,1.0,80,0,224420,150,1.0,2021-07-20 21:46:14
87,72.0,55,2095.0,72.0,1.0,87,0,224527,150,1.0,2021-07-20 21:46:15
95,71.0,56,2096.0,71.0,1.0,95,0,224635,150,1.0,2021-07-20 21:46:16
103,70.0,57,2097.0,70.0,1.0,103,0,224742,150,1.0,2021-07-20 21:46:17
111,69.0,58,2098.0,69.0,1.0,111,0,224849,150,1.0,2021-07-20 21:46:18
119,68.0,59,2099.0,68.0,1.0,119,0,224956,150,1.0,2021-07-20 21:46:19
126,67.0,60,2100.0,67.0,1.0,126,0,225063,150,1.0,2021-07-20 21:46:20
134,66.0,61,2101.0,66.0,1.0,134,0,225170,150,1.0,2021-07-20 21:46:21
142,65.0,62,2102.0,65.0,1.0,142,0,225278,150,1.0,2021-07-20 21:46:22
150,64.0,63,2103.0,64.0,1.0,150,0,225385,150,1.0,2021-07-20 21:46:23
158,63.0,64,2104.0,63.0,1.0,158,0,225492,150,1.0,2021-07-20 21:46:24
166,62.0,65,2105.0,62.0,1.0,166,0,225599,150,1.0,2021-07-20 21:46:25
173,61.0,66,2106.0,61.0,1.0,173,0,225706,150,1.0,2021-07-20 21:46:26
181,60.0,67,2107.0,60.0,1.0,181,0,225814,150,1.0,2021-07-20 21:46:27
188,59.0,68,2108.0,59.0,1.0,188,0,225921,150,1.0,2021-07-20 21:46:28
195,58.0,69,2109.0,58.0,1.0,195,0,226028,150,1.0,2021-07-20 21:46:29
201,57.0,70,2110.0,57.0,1.0,201,0,226135,150,1.0,2021-07-20 21:46:30
207,56.0,71,2111.0,56.0,1.0,207,0,226242,150,1.0,2021-07-20 21:46:31
213,55.0,72,2112.0,55.0,1.0,213,0,226349,150,1.0,2021-07-20 21:46:32
219,54.0,73,2113.0,54.0,1.0,219,0,226457,150,1.0,2021-07-20 21:46:33
224,53.0,74,2114.0,53.0,1.0,224,0,226564,150,1.0,2021-07-20 21:46:34
229,52.0,75,2115.0,52.0,1.0,229,0,226671,150,1.0,2021-07-20 21:46:35
234,51.0,76,2116.0,51.0,1.0,234,0,226778,150,1.0,2021-07-20 21:46:36
238,50.0,77,2117.0,50.0,1.0,238,0,226885,150,1.0,2021-07-20 21:46:37
241,49.0,78,2118.0,49.0,1.0,241,0,226992,150,1.0,2021-07-20 21:46:38
245,48.0,79,2119.0,48.0,1.0,245,0,227100,150,1.0,2021-07-20 21:46:39
247,47.0,80,2120.0,47.0,1.0,247,0,227207,150,1.0,2021-07-20 21:46:40
250,46.0,81,2121.0,46.0,1.0,250,0,227314,150,1.0,2021-07-20 21:46:41
251,45.0,82,2122.0,45.0,1.0,251,0,227421,150,1.0,2021-07-20 21:46:42
252,44.0,83,2123.0,44.0,1.0,252,0,227528,150,1.0,2021-07-20 21:46:43
253,43.0,84,2124.0,43.0,1.0,253,0,227635,150,1.0,2021-07-20 21:46:44
254,42.0,85,2125.0,42.0,1.0,254,0,227743,150,1.0,2021-07-20 21:46:45
253,41.0,86,2126.0,41.0,1.0,253,0,227850,150,1.0,2021-07-20 21:46:46
252,40.0,87,2127.0,40.0,1.0,252,0,227957,150,1.0,2021-07-20 21:46:47
251,39.0,88,2128.0,39.0,1.0,251,0,228064,150,1.0,2021-07-20 21:46:48
250,38.0,89,2129.0,38.0,1.0,250,0,228171,150,1.0,2021-07-20 21:46:49
247,37.0,90,2130.0,37.0,1.0,247,0,228278,150,1.0,2021-07-20 21:46:50
245,36.0,91,2131.0,36.0,1.0,245,0,228386,150,1.0,2021-07-20 21:46:51
241,35.0,92,2132.0,35.0,1.0,241,0,228493,150,1.0,2021-07-20 21:46:52
238,34.0,93,2133.0,34.0,1.0,238,0,228600,150,1.0,2021-07-20 21:46:53
234,33.0,94,2134.0,33.0,1.0,234,0,228707,150,1.0,2021-07-20 21:46:54
229,32.0,95,2135.0,32.0,1.0,229,0,228814,150,1.0,2021-07-20 21:46:55
224,31.0,96,2136.0,31.0,1.0,224,0,228922,150,1.0,2021-07-20 21:46:56
219,30.0,97,2137.0,30.0,1.0,219,0,229029,150,1.0,2021-07-20 21:46:57
213,29.0,98,2138.0,29.0,1.0,213,0,229136,150,1.0,2021-07-20 21:46:58
207,28.0,99,2139.0,28.0,1.0,207,0,229243,150,1.0,2021-07-20 21:46:59
201,27.0,100,2140.0,27.0,1.0,201,0,229350,150,1.0,2021-07-20 21:47:00
195,26.0,101,2141.0,26.0,1.0,195,0,229457,150,1.0,2021-07-20 21:47:01
188,25.0,102,2142.0,25.0,1.0,188,0,229565,150,1.0,2021-07-20 21:47:02
181,24.0,103,2143.0,24.0,1.0,181,0,229672,150,1.0,2021-07-20 21:47:03
173,23.0,104,2144.0,23.0,1.0,173,0,229779,150,1.0,2021-07-20 21:47:04
166,22.0,105,2145.0,22.0,1.0,166,0,229886,150,1.0,2021-07-20 21:47:05
158,21.0,106,2146.0,21.0,1.0,158,0,229993,150,1.0,2021-07-20 21:47:06
150,20.0,107,2147.0,20.0,1.0,150,0,230100,150,1.0,2021-07-20 21:47:07
142,19.0,108,2148.0,19.0,1.0,142,0,230208,150,1.0,2021-07-20 21:47:08
134,18.0,109,2149.0,18.0,1.0,134,0,230315,150,1.0,2021-07-20 21:47:09
126,17.0,110,2150.0,17.0,1.0,126,0,230422,150,1.0,2021-07-20 21:47:10
119,16.0,111,2151.0,16.0,1.0,119,0,230529,150,1.0,2021-07-20 21:47:11
111,15.0,112,2152.0,15.0,1.0,111,0,230636,150,1.0,2021-07-20 21:47:12
103,14.0,113,2153.0,14.0,1.0,103,0,230743,150,1.0,2021-07-20 21:47:13
95,13.0,114,2154.0,13.0,1.0,95,0,230851,150,1.0,2021-07-20 21:47:14
87,12.0,115,2155.0,12.0,1.0,87,0,230958,150,1.0,2021-07-20 21:47:15
80,11.0,116,2156.0,11.0,1.0,80,0,231065,150,1.0,2021-07-20 21:47:16
72,10.0,117,2157.0,10.0,1.0,72,0,231172,150,1.0,2021-07-20 21:47:17
65,9.0,118,2158.0,9.0,1.0,65,0,231279,150,1.0,2021-07-20 21:47:18
58,8.0,119,2159.0,8.0,1.0,58,0,231387,150,1.0,2021-07-20 21:47:19
52,7.0,120,2160.0,7.0,1.0,52,0,231494,150,1.0,2021-07-20 21:47:20
46,6.0,121,2161.0,6.0,1.0,46,0,231601,150,1.0,2021-07-20 21:47:21
40,5.0,122,2162.0,5.0,1.0,40,0,231708,150,1.0,2021-07-20 21:47:22
34,4.0,123,2163.0,4.0,1.0,34,0,231815,150,1.0,2021-07-20 21:47:23
29,3.0,124,2164.0,3.0,1.0,29,0,231922,150,1.0,2021-07-20 21:47:24
24,2.0,125,2165.0,2.0,1.0,24,0,232030,150,1.0,2021-07-20 21:47:25
19,1.0,126,2166.0,1.0,1.0,19,0,232137,150,1.0,2021-07-20 21:47:26
15,0.0,127,2167.0,0.0,1.0,15,0,232244,250,1.0,2021-07-20 21:47:27
12,1.0,128,2168.0,1.0,1.0,12,0,232351,250,1.0,2021-07-20 21:47:28
8,2.0,129,2169.0,2.0,1.0,8,0,232458,250,1.0,2021-07-20 21:47:29
6,3.0,130,2170.0,3.0,1.0,6,0,232565,250,1.0,2021-07-20 21:47:30
3,4.0,131,2171.0,4.0,1.0,3,0,232673,250,1.0,2021-07-20 21:47:31
2,5.0,132,2172.0,5.0,1.0,2,0,232780,250,1.0,2021-07-20 21:47:32
1,6.0,133,2173.0,6.0,1.0,1,0,232887,250,1.0,2021-07-20 21:47:33
0,7.0,134,2174.0,7.0,1.0,0,0,232994,250,1.0,2021-07-20 21:47:34
0,8.0,135,2175.0,8.0,1.0,0,0,233101,250,1.0,2021-07-20 21:47:35
0,9.0,136,2176.0,9.0,1.0,0,0,233208,250,1.0,2021-07-20 21:47:36
1,10.0,137,2177.0,10.0,1.0,1,0,233316,250,1.0,2021-07-20 21:47:37
2,11.0,138,2178.0,11.0,1.0,2,0,233423,250,1.0,2021-07-20 21:47:38
3,12.0,139,2179.0,12.0,1.0,3,0,233530,250,1.0,2021-07-20 21:47:39
6,13.0,140,2180.0,13.0,1.0,6,0,233637,250,1.0,2021-07-20 21:47:40
8,14.0,141,2181.0,14.0,1.0,8,0,233744,250,1.0,2021-07-20 21:47:41
12,15.0,142,2182.0,15.0,1.0,12,0,233851,250,1.0,2021-07-20 21:47:42
15,16.0,143,2183.0,16.0,1.0,15,0,233959,250,1.0,2021-07-20 21:47:43
